# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_54	cds	255112	256296	-	OAKKFK_02239	776.0	8.4e-285	0.995	0.970	0.992	UniRef:UniRef50_P60295
contig_54	cds	256555	257904	-	OAKKFK_02240	541.0	3.7e-190	0.978	0.936	0.638	UniRef:UniRef50_A0A133CF62
contig_54	cds	258183	258740	-	OAKKFK_02241	208.0	5.8e-67	0.995	0.911	0.549	UniRef:UniRef50_S2XGY4
contig_54	cds	258807	260447	-	OAKKFK_02242	1073.0	0.0	0.998	0.986	0.991	UniRef:UniRef50_A0A239YDI9
contig_54	cds	260720	262765	-	OAKKFK_02243	767.0	2.6e-271	0.965	0.899	0.610	UniRef:UniRef50_A0A0E3WH07
contig_54	cds	263350	264405	+	OAKKFK_02244	705.0	4.0e-258	1.0	0.983	0.989	UniRef:UniRef50_A0A0H2XHV5
contig_54	cds	264405	265301	+	OAKKFK_02245	294.0	6.6e-97	0.970	0.833	0.519	UniRef:UniRef50_A6VKY9
contig_54	cds	265313	266767	+	OAKKFK_02246	528.0	1.0e-183	0.986	0.962	0.574	UniRef:UniRef50_A0A1X6WMQ9
contig_54	cds	266767	267645	+	OAKKFK_02247	289.0	7.6e-96	0.997	0.970	0.515	UniRef:UniRef50_Q2FVV2
contig_54	cds	267839	268120	-	OAKKFK_02248	165.0	5.2e-53	0.957	0.856	1.0	UniRef:UniRef50_Q2G1G3
contig_54	cds	268333	271122	+	OAKKFK_02249	1071.0	0.0	1.010	0.983	0.595	UniRef:UniRef50_Q4A127
contig_54	cds	271269	271868	-	OAKKFK_02250	339.0	1.7e-118	1.0	1.0	0.995	UniRef:UniRef50_A0A3A5LMY3
contig_54	cds	271994	273106	+	OAKKFK_02251	702.0	1.1e-256	1.0	1.0	1.0	UniRef:UniRef50_A0A391JVV4
contig_54	cds	273103	273783	+	OAKKFK_02252	199.0	2.3e-62	0.991	0.953	0.500	UniRef:UniRef50_A0A1B9AJN6
contig_54	cds	273780	274958	+	OAKKFK_02253	395.0	4.4e-134	0.972	0.914	0.567	UniRef:UniRef50_A0A3M8XNH8
contig_54	cds	275165	275386	+	OAKKFK_02254	89.0	3.4e-23	1.0	0.802	0.507	UniRef:UniRef50_A0A4T9YT92
contig_54	cds	275424	277142	+	OAKKFK_02255	1034.0	0.0	0.981	0.820	0.998	UniRef:UniRef50_A0A390LUC3
contig_54	cds	277201	277644	+	OAKKFK_02256	155.0	2.0e-47	0.986	0.873	0.545	UniRef:UniRef50_A0A2U0IPW5
contig_54	cds	277656	278378	+	OAKKFK_02257	467.0	9.4e-168	1.0	1.0	1.0	UniRef:UniRef50_A0A3M9E2I0
contig_54	cds	278365	278553	+	OAKKFK_02258	-	-	-	-	-	-
contig_54	cds	278582	278740	+	OAKKFK_02259	-	-	-	-	-	-
contig_54	cds	279250	280842	-	OAKKFK_02260	1007.0	0.0	1.009	1.0	0.985	UniRef:UniRef50_A0A0Y9RYS1
contig_54	cds	280844	282277	+	OAKKFK_02261	825.0	4.5e-301	1.006	0.970	0.975	UniRef:UniRef50_Q2G1F7
contig_54	cds	282283	283446	+	OAKKFK_02262	690.0	3.7e-251	1.010	1.0	0.980	UniRef:UniRef50_A0A0D0SFB5
contig_54	cds	283463	285238	+	OAKKFK_02263	828.0	1.9e-298	1.0	0.935	0.699	UniRef:UniRef50_Q2G1F5
contig_54	cds	285276	287282	+	OAKKFK_02264	742.0	1.4e-261	1.088	1.001	0.536	UniRef:UniRef50_A0A151A3J0
contig_54	cds	287595	288368	-	OAKKFK_02265	491.0	1.1e-176	0.996	0.938	0.977	UniRef:UniRef50_Q2G1F3
contig_54	cds	288557	289183	-	OAKKFK_02266	257.0	2.2e-85	1.014	0.854	0.578	UniRef:UniRef50_O32224
contig_54	cds	289392	289970	+	OAKKFK_02267	380.0	4.2e-135	0.927	0.899	0.989	UniRef:UniRef50_A0AAP8TTY0
contig_54	cds	290354	291451	+	OAKKFK_02268	486.0	6.8e-171	1.0	0.938	0.677	UniRef:UniRef50_A0A291LWV6
contig_54	cds	291464	292735	+	OAKKFK_02269	534.0	3.6e-188	0.979	0.967	0.614	UniRef:UniRef50_A0A380G462
contig_54	cds	292738	294006	+	OAKKFK_02270	497.0	4.7e-173	0.991	0.880	0.584	UniRef:UniRef50_A0A0C2H8L9
contig_54	cds	294008	294847	+	OAKKFK_02271	356.0	2.5e-122	0.993	0.896	0.668	UniRef:UniRef50_H3NDB5
contig_54	cds	294921	295997	+	OAKKFK_02272	468.0	1.1e-163	0.994	0.913	0.629	UniRef:UniRef50_A0A660A233
contig_54	cds	296022	297062	+	OAKKFK_02273	390.0	1.0e-133	1.0	0.969	0.546	UniRef:UniRef50_A0A2Y2IEY6
contig_54	cds	297117	298085	+	OAKKFK_02274	675.0	4.3e-247	1.0	0.958	0.997	UniRef:UniRef50_K8EEE9
contig_54	cds	298446	298940	-	OAKKFK_02275	304.0	1.5e-105	1.0	0.863	1.0	UniRef:UniRef50_Q2G1E3
contig_54	cds	299173	300552	+	OAKKFK_02276	681.0	1.2e-244	0.991	0.906	0.754	UniRef:UniRef50_A0A9D7FSA6
contig_54	cds	300911	301669	-	OAKKFK_02277	478.0	2.0e-171	0.948	0.905	0.992	UniRef:UniRef50_Q2G1E1
contig_54	cds	301662	302429	-	OAKKFK_02278	-	-	-	-	-	-
contig_54	cds	302377	303219	-	OAKKFK_02279	-	-	-	-	-	-
contig_54	cds	303216	304184	-	OAKKFK_02280	468.0	1.8e-165	1.037	1.0	0.725	UniRef:UniRef50_S2XG35
contig_54	cds	304772	307021	+	OAKKFK_02281	1414.0	0.0	1.0	0.939	0.931	UniRef:UniRef50_Q2G1D8
contig_54	cds	307044	307799	+	OAKKFK_02282	297.0	4.9e-100	0.964	0.877	0.537	UniRef:UniRef50_P0A442
contig_54	cds	308121	309884	+	OAKKFK_02283	1092.0	0.0	1.0	0.972	1.0	UniRef:UniRef50_Q2G1D5
contig_54	cds	310048	310392	-	OAKKFK_02284	203.0	1.4e-67	0.982	0.974	0.964	UniRef:UniRef50_Q4W8K4
contig_54	cds	310582	312231	+	OAKKFK_02285	642.0	5.8e-227	0.931	0.919	0.753	UniRef:UniRef50_A0A5S9C324
contig_54	cds	312983	314167	-	OAKKFK_02286	394.0	2.8e-133	0.992	0.871	0.550	UniRef:UniRef50_O32177
contig_54	cds	314197	316458	-	OAKKFK_02287	748.0	3.1e-262	1.001	0.986	0.509	UniRef:UniRef50_Q2G1C9
contig_54	cds	316644	317855	-	OAKKFK_02288	798.0	4.2e-293	1.0	0.964	0.995	UniRef:UniRef50_A0A2S6D7L1
contig_54	cds	317967	319472	-	OAKKFK_02289	1013.0	0.0	1.0	0.945	0.998	UniRef:UniRef50_A0AAP7IER6
contig_54	cds	319498	321060	-	OAKKFK_02290	587.0	8.4e-206	0.998	0.976	0.559	UniRef:UniRef50_A0A9N8IHE7
contig_54	cds	321429	322658	+	OAKKFK_02291	323.0	4.2e-106	0.809	0.828	0.502	UniRef:UniRef50_A0A0F3RVM9
contig_54	cds	322972	324447	-	OAKKFK_02292	920.0	0.0	1.071	1.0	0.920	UniRef:UniRef50_Q2G2P5
contig_54	cds	324645	325001	-	OAKKFK_02293	223.0	3.2e-75	1.0	0.908	0.924	UniRef:UniRef50_Q4A0G8
contig_54	cds	325158	325331	-	OAKKFK_02294	-	-	-	-	-	-
contig_54	cds	325357	326502	-	OAKKFK_02295	465.0	2.6e-162	1.0	0.962	0.601	UniRef:UniRef50_Q2G2P2
contig_54	cds	327075	328028	+	OAKKFK_02296	388.0	1.3e-133	0.950	0.870	0.628	UniRef:UniRef50_P00344
contig_54	cds	328348	329877	-	OAKKFK_02297	630.0	2.2e-223	1.004	0.973	0.605	UniRef:UniRef50_A0A0J1P9P9
contig_54	cds	330239	331174	+	OAKKFK_02298	604.0	2.3e-219	1.055	1.0	0.939	UniRef:UniRef50_A0A389XQD2
contig_54	cds	331512	333608	+	OAKKFK_02299	1353.0	0.0	1.0	0.990	1.0	UniRef:UniRef50_A0A0Z0QCU8
contig_54	cds	333593	334060	+	OAKKFK_02300	295.0	1.4e-102	1.0	1.0	0.994	UniRef:UniRef50_A0A380G592
contig_54	cds	334083	334361	+	OAKKFK_02301	111.0	1.2e-31	1.0	0.852	0.609	UniRef:UniRef50_Q9KGB5
contig_54	cds	334588	335847	+	OAKKFK_02302	468.0	8.2e-162	0.986	0.920	0.600	UniRef:UniRef50_A0A2Y1NYM9
contig_54	cds	335865	336920	+	OAKKFK_02303	707.0	7.6e-259	1.0	0.951	0.991	UniRef:UniRef50_Q9Z9U1
contig_54	cds	336922	337068	+	OAKKFK_02304	-	-	-	-	-	-
contig_54	cds	337092	338135	+	OAKKFK_02305	-	-	-	-	-	-
contig_54	cds	338663	339379	+	OAKKFK_02306	371.0	1.1e-129	1.0	0.912	0.765	UniRef:UniRef50_Q2G2C4
contig_54	cds	339372	340397	+	OAKKFK_02307	400.0	6.4e-138	0.979	0.913	0.575	UniRef:UniRef50_Q2G1B9
contig_54	cds	340419	342113	+	OAKKFK_02308	1108.0	0.0	0.973	0.858	0.995	UniRef:UniRef50_Q2G1B8
contig_54	cds	342541	343710	+	OAKKFK_02309	799.0	6.1e-294	1.0	0.949	1.0	UniRef:UniRef50_Q2G1C1
contig_54	cds	343986	344702	+	OAKKFK_02310	465.0	7.5e-167	1.0	0.912	1.0	UniRef:UniRef50_Q2G2C4
contig_54	cds	344695	345720	+	OAKKFK_02311	412.0	1.8e-142	0.979	0.913	0.590	UniRef:UniRef50_Q2G1B9
contig_54	cds	345742	347430	+	OAKKFK_02312	882.0	0.0	0.970	0.852	0.794	UniRef:UniRef50_Q2G1B8
contig_54	cds	347463	349184	+	OAKKFK_02313	1124.0	0.0	1.0	1.0	1.0	BlastRules:WP_000975351
contig_54	cds	349328	350002	+	OAKKFK_02314	292.0	5.1e-99	0.996	0.965	0.628	UniRef:UniRef50_P72360
contig_54	cds	350247	352001	+	OAKKFK_02315	605.0	4.3e-211	0.998	0.978	0.528	UniRef:UniRef50_Q53705
contig_54	cds	352004	352744	+	OAKKFK_02316	268.0	9.9e-89	1.081	1.0	0.545	UniRef:UniRef50_P60611
contig_54	cds	352863	353300	+	OAKKFK_02317	258.0	1.8e-90	1.0	0.986	0.993	BlastRules:WP_001792906
contig_54	cds	353293	353994	+	OAKKFK_02318	281.0	3.2e-94	1.0	0.869	0.687	UniRef:UniRef50_P60643
contig_54	cds	354102	354806	-	OAKKFK_02319	330.0	1.1e-113	1.0	0.996	0.679	UniRef:UniRef50_Q2G1B1
contig_54	cds	354955	355746	+	OAKKFK_02320	405.0	3.4e-142	1.0	0.939	0.821	UniRef:UniRef50_A0A389V698
contig_54	cds	355762	357198	+	OAKKFK_02321	622.0	1.1e-219	1.0	0.820	0.619	UniRef:UniRef50_Q46829
contig_54	ncRNA	357237	357491	-	OAKKFK_02322	141.6	2.7e-19	-	-	-	RFAM:RF02894
contig_54	cds	357685	358446	-	OAKKFK_02323	314.0	1.5e-106	0.988	0.906	0.616	UniRef:UniRef50_A0A131JTX0
contig_54	cds	358697	359611	-	OAKKFK_02324	344.0	4.4e-117	0.993	0.984	0.596	UniRef:UniRef50_A0A0H2WZY4
contig_54	cds	359639	360043	-	OAKKFK_02325	260.0	3.2e-89	1.0	0.931	1.0	UniRef:UniRef50_Q2G1A5
contig_54	cds	360058	360939	-	OAKKFK_02326	565.0	6.1e-207	1.0	1.0	0.993	BlastRules:WP_000029204
contig_54	cds	361171	362169	-	OAKKFK_02327	627.0	6.9e-228	0.967	0.933	0.994	UniRef:UniRef50_Q2G1A3
contig_54	cds	362549	362941	+	OAKKFK_02328	258.0	1.2e-88	1.0	0.949	0.992	UniRef:UniRef50_Q5HRD5
contig_54	cds	363069	364445	-	OAKKFK_02329	805.0	2.2e-293	1.114	1.0	0.882	UniRef:UniRef50_A0A115E5S9
contig_54	cds	364679	365671	+	OAKKFK_02330	409.0	7.9e-142	0.991	0.934	0.590	UniRef:UniRef50_Q2G198
contig_54	cds	365997	366947	+	OAKKFK_02331	627.0	1.5e-230	1.0	1.0	0.997	BlastRules:WP_000736798
contig_54	cds	366999	367658	-	OAKKFK_02332	249.0	2.9e-82	0.954	0.913	0.584	UniRef:UniRef50_Q2G196
contig_54	cds	367672	368592	-	OAKKFK_02333	541.0	5.6e-195	1.0	0.971	0.993	UniRef:UniRef50_Q2G195
contig_54	cds	368589	369755	-	OAKKFK_02334	427.0	2.4e-146	1.193	1.0	0.508	UniRef:UniRef50_Q2G194
contig_54	cds	369823	371346	-	OAKKFK_02335	854.0	7.5e-312	0.998	0.988	0.899	UniRef:UniRef50_Q2G193
contig_54	cds	371677	372579	-	OAKKFK_02336	-	-	-	-	-	-
contig_54	cds	372818	373111	+	OAKKFK_02337	182.0	5.5e-62	1.0	1.0	1.0	BlastRules:WP_001240826
contig_54	cds	373194	376223	+	OAKKFK_02338	1846.0	0.0	1.0	1.0	0.995	VFDB:VFG002406
contig_54	cds	376223	376681	+	OAKKFK_02339	283.0	3.5e-100	1.0	1.0	0.993	VFDB:VFG002404
contig_54	cds	376653	376895	+	OAKKFK_02340	155.0	1.1e-51	1.0	1.0	0.988	BlastRules:WP_001071606
contig_54	cds	376908	378242	+	OAKKFK_02341	762.0	1.3e-277	0.881	0.859	1.0	UniRef:UniRef50_Q2G185
contig_54	cds	378264	382703	+	OAKKFK_02342	2875.0	0.0	1.0	1.0	0.994	VFDB:VFG002409
contig_54	cds	382733	383125	+	OAKKFK_02343	238.0	4.7e-83	1.0	1.0	1.0	BlastRules:WP_001010292
contig_54	cds	383141	383455	+	OAKKFK_02344	198.0	5.1e-68	1.0	1.0	0.981	BlastRules:WP_000509668
contig_54	cds	383452	384129	+	OAKKFK_02345	441.0	5.4e-160	0.996	1.0	0.987	VFDB:VFG049701
contig_54	cds	384135	384446	+	OAKKFK_02346	199.0	3.5e-68	1.0	0.981	0.981	VFDB:VFG049714
contig_54	cds	384447	386300	+	OAKKFK_02347	1127.0	0.0	0.995	1.0	0.966	VFDB:VFG049727
contig_55	ncRNA	8	65	+	OAKKFK_02348	81.9	3.3e-12	-	-	-	RFAM:RF02396
contig_55	cds	205	588	-	OAKKFK_02349	261.0	3.6e-90	1.0	0.977	0.992	UniRef:UniRef50_S2XM05
contig_55	cds	730	1635	-	OAKKFK_02350	298.0	2.0e-99	0.914	0.935	0.524	UniRef:UniRef50_A6LE09
contig_55	cds	1719	3038	-	OAKKFK_02351	646.0	8.3e-232	0.995	0.971	0.709	UniRef:UniRef50_A0A2I7Y753
contig_55	cds	3065	3892	-	OAKKFK_02352	439.0	1.2e-155	0.996	0.968	0.858	UniRef:UniRef50_A0A7U7PY32
contig_55	cds	3905	4753	-	OAKKFK_02353	475.0	2.5e-169	1.0	0.949	0.777	UniRef:UniRef50_A0A0A8JCS6
contig_55	cds	5009	6076	-	OAKKFK_02354	468.0	1.2e-163	0.997	0.872	0.641	UniRef:UniRef50_Q2FZX9
contig_55	cds	6090	7130	-	OAKKFK_02355	360.0	2.4e-122	0.939	0.937	0.578	UniRef:UniRef50_A0A853UZN8
contig_55	cds	7495	7809	+	OAKKFK_02356	171.0	6.6e-55	0.952	0.839	0.980	UniRef:UniRef50_Q2FZY1
contig_55	cds	8141	9538	-	OAKKFK_02357	638.0	1.9e-227	1.039	0.955	0.652	UniRef:UniRef50_A0A4R5N9T6
contig_55	cds	9689	10153	-	OAKKFK_02358	192.0	1.2e-61	0.922	0.877	0.676	UniRef:UniRef50_O32163
contig_55	cds	10143	11384	-	OAKKFK_02359	630.0	1.4e-226	1.0	0.976	0.736	UniRef:UniRef50_O32164
contig_55	cds	11499	12806	-	OAKKFK_02360	472.0	1.5e-163	0.989	0.984	0.572	UniRef:UniRef50_W7CQW7
contig_55	cds	12904	13665	-	OAKKFK_02361	369.0	5.2e-128	1.004	0.836	0.709	UniRef:UniRef50_Q9A1G5
contig_55	cds	13993	14844	+	OAKKFK_02362	378.0	4.8e-131	1.057	0.993	0.659	UniRef:UniRef50_Q2FZY8
contig_55	cds	15078	15272	-	OAKKFK_02363	-	-	-	-	-	-
contig_55	cds	15626	16447	-	OAKKFK_02364	320.0	2.0e-108	0.993	0.934	0.587	UniRef:UniRef50_A0A380G8D6
contig_55	cds	16466	17161	-	OAKKFK_02365	214.0	5.4e-68	0.996	0.924	0.548	UniRef:UniRef50_O32168
contig_55	cds	17154	18179	-	OAKKFK_02366	453.0	3.3e-158	1.003	0.855	0.673	UniRef:UniRef50_Q99VG8
contig_55	ncRNA-region	18268	18371	-	-	84.0	3.5e-15	-	-	-	RFAM:RF00162
contig_55	cds	18429	18725	-	OAKKFK_02367	139.0	2.6e-42	0.929	0.827	0.692	UniRef:UniRef50_Q2FZZ3
contig_55	cds	18718	19107	-	OAKKFK_02368	256.0	1.1e-87	0.992	0.914	0.984	UniRef:UniRef50_A0A1E5LDX5
contig_55	ncRNA	19592	19858	-	OAKKFK_02369	263.4	9.8e-36	-	-	-	RFAM:RF02894
contig_55	cds	19901	20779	-	OAKKFK_02370	586.0	1.7e-212	1.0	0.885	0.983	UniRef:UniRef50_Q2FZZ6
contig_55	cds	20781	20894	-	OAKKFK_02371	-	-	-	-	-	-
contig_55	cds	20958	21338	-	OAKKFK_02372	152.0	1.2e-46	1.0	0.840	0.595	UniRef:UniRef50_A0A1R1C945
contig_55	cds	21496	21852	-	OAKKFK_02373	241.0	4.6e-82	1.0	0.831	1.0	UniRef:UniRef50_A0A1D4Q7A2
contig_55	cds	21996	22316	+	OAKKFK_02374	135.0	1.8e-40	0.953	0.808	0.594	UniRef:UniRef50_A0A0U1MGB8
contig_55	cds	22467	23006	-	OAKKFK_02375	284.0	3.1e-97	1.0	0.952	0.737	UniRef:UniRef50_Q2G001
contig_55	cds	23089	23805	-	OAKKFK_02376	243.0	3.2e-79	1.0	0.992	0.525	UniRef:UniRef50_Q6GII7
contig_55	cds	23953	24375	+	OAKKFK_02377	280.0	7.5e-97	1.0	0.952	1.0	UniRef:UniRef50_Q49W40
contig_55	cds	24774	25268	+	OAKKFK_02378	327.0	1.5e-114	1.0	0.916	1.0	UniRef:UniRef50_Q2G1T4
contig_55	cds	25423	25743	+	OAKKFK_02379	-	-	-	-	-	-
contig_55	cds	25740	26039	+	OAKKFK_02380	-	-	-	-	-	-
contig_55	cds	26112	26693	-	OAKKFK_02381	214.0	4.2e-69	0.995	0.950	0.563	UniRef:UniRef50_A0A0E8GAD0
contig_55	cds	26920	27156	+	OAKKFK_02382	110.0	1.1e-31	0.974	0.874	0.632	UniRef:UniRef50_A0A9Q2L4L0
contig_55	cds	27153	27356	-	OAKKFK_02383	138.0	4.1e-43	1.0	0.838	1.0	UniRef:UniRef50_Q2G003
contig_55	cds	27697	27957	+	OAKKFK_02384	-	-	-	-	-	-
contig_55	cds	27986	28174	+	OAKKFK_02385	107.0	8.6e-31	0.984	0.847	1.0	UniRef:UniRef50_Q2G005
contig_55	cds	28362	28931	+	OAKKFK_02386	377.0	8.7e-134	0.979	0.934	0.995	UniRef:UniRef50_A0A1J3ZZ65
contig_55	cds	29019	29303	+	OAKKFK_02387	184.0	2.3e-60	0.968	0.820	0.978	UniRef:UniRef50_Q2G007
contig_55	cds	29365	29583	+	OAKKFK_02388	141.0	3.3e-44	1.0	0.867	0.972	UniRef:UniRef50_Q2G008
contig_55	cds	30075	30275	-	OAKKFK_02389	92.0	8.0e-25	0.955	0.940	0.667	UniRef:UniRef50_B9DW32
contig_55	cds	30632	31318	-	OAKKFK_02390	425.0	1.2e-151	1.0	0.987	0.991	UniRef:UniRef50_P00644
contig_55	cds	31659	32180	-	OAKKFK_02391	319.0	2.6e-111	1.0	0.906	0.960	UniRef:UniRef50_Q2G011
contig_55	cds	32515	33537	-	OAKKFK_02392	654.0	1.4e-240	1.0	1.0	0.974	BlastRules:WP_000727726
contig_55	cds	33890	35392	-	OAKKFK_02393	615.0	1.9e-217	1.032	1.0	0.690	UniRef:UniRef50_E2FZT0
contig_56	rRNA	64	1615	+	OAKKFK_02394	1629.0	1.5e-49	-	-	-	RFAM:RF00177
contig_57	cds	223	1182	-	OAKKFK_02395	637.0	2.0e-234	1.0	1.0	0.997	VFDB:VFG001293
contig_57	cds	1985	2182	+	OAKKFK_02396	68.6	1.6e-15	0.892	0.829	0.552	UniRef:UniRef50_Q2FYY3
contig_57	ncRNA	2250	2567	-	OAKKFK_02397	156.7	2.5e-21	-	-	-	RFAM:RF02894
contig_57	cds	2672	3388	-	OAKKFK_02398	484.0	7.3e-174	1.0	0.850	0.996	UniRef:UniRef50_A0A0H3K7M3
contig_57	cds	3496	4221	-	OAKKFK_02399	316.0	1.1e-108	0.859	1.0	0.754	UniRef:UniRef50_UPI000DAAB88B
contig_57	cds	4316	5041	-	OAKKFK_02400	294.0	7.4e-100	0.859	1.0	0.696	UniRef:UniRef50_UPI000DAAB88B
contig_57	cds	5479	6480	+	OAKKFK_02401	492.0	4.4e-174	0.991	0.880	0.709	UniRef:UniRef50_A5VIM0
contig_57	cds	6500	7435	+	OAKKFK_02402	588.0	4.2e-213	1.058	1.0	0.933	UniRef:UniRef50_Q2FZA9
contig_57	cds	7607	9163	+	OAKKFK_02403	648.0	2.7e-229	0.985	0.885	0.653	UniRef:UniRef50_P44023
contig_57	cds	9470	9697	+	OAKKFK_02404	106.0	4.4e-30	1.0	0.872	0.653	UniRef:UniRef50_I6ZHL4
contig_57	cds	10003	10950	-	OAKKFK_02405	582.0	1.3e-210	1.0	0.960	0.990	UniRef:UniRef50_Q2FZA6
contig_57	cds	11199	11387	+	OAKKFK_02406	110.0	5.1e-32	0.952	0.831	0.983	UniRef:UniRef50_Q2FZA5
contig_57	tRNA	11855	11928	-	OAKKFK_02407	76.5	-	-	-	-	-
contig_57	cds	12292	12426	+	OAKKFK_02408	55.1	8.2e-11	0.977	0.977	0.605	UniRef:UniRef50_A0A380G3B4
contig_57	cds	12483	12617	+	OAKKFK_02409	-	-	-	-	-	-
contig_57	cds	12750	13436	+	OAKKFK_02410	258.0	6.5e-85	1.0	0.854	0.561	UniRef:UniRef50_Q2FZA2
contig_57	cds	13545	13985	-	OAKKFK_02411	303.0	5.7e-106	1.0	0.961	1.0	UniRef:UniRef50_Q8CSY0
contig_57	cds	14180	15793	+	OAKKFK_02412	1048.0	0.0	0.994	0.971	0.991	UniRef:UniRef50_Q2FZ98
contig_57	cds	15937	16368	+	OAKKFK_02413	190.0	4.0e-61	0.993	0.835	0.606	UniRef:UniRef50_Q8Y5L6
contig_57	cds	16384	17319	+	OAKKFK_02414	414.0	7.5e-144	0.990	0.837	0.656	UniRef:UniRef50_Q07876
contig_57	cds	17333	17734	+	OAKKFK_02415	139.0	1.2e-41	1.090	1.043	0.586	UniRef:UniRef50_Q2FZ95
contig_57	cds	17715	19949	+	OAKKFK_02416	1083.0	0.0	0.972	0.890	0.751	UniRef:UniRef50_A0A640MVC3
contig_57	cds	20241	21206	+	OAKKFK_02417	533.0	3.5e-191	1.0	0.955	0.857	UniRef:UniRef50_Q2FZ93
contig_57	cds	21208	22557	+	OAKKFK_02418	738.0	9.6e-268	1.0	0.961	0.822	UniRef:UniRef50_Q2FZ92
contig_57	cds	22573	23892	+	OAKKFK_02419	552.0	6.1e-195	1.018	1.004	0.776	UniRef:UniRef50_Q2FZ91
contig_57	cds	23998	25410	+	OAKKFK_02420	852.0	4.9e-312	1.0	0.971	0.968	UniRef:UniRef50_O07325
contig_57	cds	25443	26615	+	OAKKFK_02421	338.0	3.7e-112	0.813	0.819	0.552	UniRef:UniRef50_A0A9C8LW92
contig_57	cds	26875	27666	+	OAKKFK_02422	360.0	1.8e-124	0.992	0.946	0.693	UniRef:UniRef50_Q49WW9
contig_57	cds	27690	28358	+	OAKKFK_02423	295.0	5.6e-100	0.991	0.843	0.668	UniRef:UniRef50_U2FRM0
contig_57	cds	28355	28918	+	OAKKFK_02424	177.0	1.5e-54	1.209	1.081	0.540	UniRef:UniRef50_Q2FZ86
contig_57	cds	28930	29220	+	OAKKFK_02425	112.0	5.5e-32	0.948	0.919	0.615	UniRef:UniRef50_Q2FZ85
contig_57	cds	29303	30109	+	OAKKFK_02426	407.0	7.9e-143	0.974	0.891	0.789	UniRef:UniRef50_Q2FZ84
contig_57	cds	30133	30750	+	OAKKFK_02427	156.0	1.7e-46	0.820	0.880	0.506	UniRef:UniRef50_A0A4Q1B1U1
contig_57	cds	30971	33724	+	OAKKFK_02428	1193.0	0.0	1.007	0.948	0.627	UniRef:UniRef50_Q8Y5N8
contig_57	cds	34015	34812	+	OAKKFK_02429	528.0	7.6e-191	1.038	1.0	0.956	UniRef:UniRef50_A0AAP7IFI2
contig_57	cds	34873	35583	-	OAKKFK_02430	446.0	2.3e-159	0.949	0.914	0.973	UniRef:UniRef50_Q79CI6
contig_57	cds	36022	36276	-	OAKKFK_02431	126.0	9.1e-38	1.012	0.817	0.776	UniRef:UniRef50_Q2FVV5
contig_57	ncRNA	36371	36589	+	OAKKFK_02432	134.1	6.8e-18	-	-	-	RFAM:RF02577
contig_57	cds	36911	37402	+	OAKKFK_02433	304.0	1.9e-105	1.0	0.872	0.994	UniRef:UniRef50_Q8CPK0
contig_57	cds	37402	38319	+	OAKKFK_02434	307.0	4.9e-102	0.970	0.843	0.530	UniRef:UniRef50_A0A929L7I6
contig_57	cds	38719	39246	+	OAKKFK_02435	173.0	1.9e-53	0.994	0.902	0.534	UniRef:UniRef50_A0A192H425
contig_57	cds	39464	40771	+	OAKKFK_02436	-	-	-	-	-	-
contig_57	cds	40799	41680	+	OAKKFK_02437	301.0	2.6e-100	0.997	0.896	0.517	UniRef:UniRef50_T1ZET3
contig_57	cds	41695	42972	+	OAKKFK_02438	844.0	1.2e-309	0.995	0.843	0.986	UniRef:UniRef50_Q81WF0
contig_57	cds	42974	44074	+	OAKKFK_02439	457.0	1.4e-159	0.992	0.948	0.601	UniRef:UniRef50_A0A1I0Z1X7
contig_57	cds	44067	47240	+	OAKKFK_02440	1479.0	0.0	0.974	0.879	0.723	UniRef:UniRef50_P25994
contig_57	cds	47350	48042	+	OAKKFK_02441	247.0	6.6e-81	0.983	0.911	0.588	UniRef:UniRef50_A0A7C8GV55
contig_57	cds	48042	48653	+	OAKKFK_02442	234.0	1.1e-76	1.0	0.868	0.601	UniRef:UniRef50_Q819S7
contig_57	cds	48683	48895	+	OAKKFK_02443	112.0	1.2e-32	0.814	0.803	0.965	UniRef:UniRef50_A0A2K4ADL6
contig_57	cds	49332	49733	+	OAKKFK_02444	264.0	5.8e-91	1.0	0.943	0.977	UniRef:UniRef50_Q2G1U2
contig_57	cds	49996	51693	-	OAKKFK_02445	900.0	0.0	0.996	0.984	0.790	UniRef:UniRef50_Q5HPY2
contig_57	cds	51968	52591	+	OAKKFK_02446	263.0	7.0e-88	0.952	0.811	0.675	UniRef:UniRef50_Q8Y672
contig_57	cds	52591	52809	+	OAKKFK_02447	91.7	1.9e-24	0.875	0.808	0.714	UniRef:UniRef50_Q2G1T9
contig_57	cds	53025	54224	+	OAKKFK_02448	410.0	3.7e-140	0.985	0.963	0.547	UniRef:UniRef50_A0A1S2LZV0
contig_57	cds	54224	56632	+	OAKKFK_02449	1293.0	0.0	1.0	1.0	0.802	UniRef:UniRef50_K0IYZ9
contig_57	cds	57138	58091	+	OAKKFK_02450	262.0	1.3e-84	0.814	0.840	0.531	UniRef:UniRef50_A0A364UP27
contig_57	cds	58254	58532	-	OAKKFK_02451	181.0	3.5e-59	1.0	0.920	0.989	UniRef:UniRef50_Q2G267
