# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_54	cds	344695	345720	+	OAKKFK_02311		Ribulose-5-phosphate reductase 1	SO:0001217, UniRef:UniRef50_Q2G1B9
contig_54	cds	345742	347430	+	OAKKFK_02312	tarL	Teichoic acid ribitol-phosphate polymerase TarL	SO:0001217, UniRef:UniRef50_Q2G1B8
contig_54	cds	347463	349184	+	OAKKFK_02313	tarS	poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase	BlastRules:WP_000975351, EC:2.4.1.355, SO:0001217, UniRef:UniRef50_A0A0H3JPC6
contig_54	cds	349328	350002	+	OAKKFK_02314	scdA	Iron-sulfur cluster repair protein ScdA	SO:0001217, UniRef:UniRef50_P72360
contig_54	cds	350247	352001	+	OAKKFK_02315	lytS	Sensor histidine kinase/phosphatase LytS	SO:0001217, UniRef:UniRef50_Q53705
contig_54	cds	352004	352744	+	OAKKFK_02316	lytR	Transcriptional regulatory protein LytR	SO:0001217, UniRef:UniRef50_P60611
contig_54	cds	352863	353300	+	OAKKFK_02317	lrgA	antiholin-like murein hydrolase modulator LrgA	BlastRules:WP_001792906, SO:0001217, UniRef:UniRef50_P72358
contig_54	cds	353293	353994	+	OAKKFK_02318	lrgB	Antiholin-like protein LrgB	SO:0001217, UniRef:UniRef50_P60643
contig_54	cds	354102	354806	-	OAKKFK_02319		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1B1
contig_54	cds	354955	355746	+	OAKKFK_02320		PTS system glucose-specific EIIA component	SO:0001217, UniRef:UniRef50_A0A389V698
contig_54	cds	355762	357198	+	OAKKFK_02321	bglA	6-phospho-beta-glucosidase BglA	SO:0001217, UniRef:UniRef50_Q46829
contig_54	ncRNA	357237	357491	-	OAKKFK_02322	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_54	cds	357685	358446	-	OAKKFK_02323		SAM-dependent methyltransferase	SO:0001217, UniRef:UniRef50_A0A131JTX0
contig_54	cds	358697	359611	-	OAKKFK_02324		Ribokinase	SO:0001217, UniRef:UniRef50_A0A0H2WZY4
contig_54	cds	359639	360043	-	OAKKFK_02325		D-ribose pyranase	SO:0001217, UniRef:UniRef50_Q2G1A5
contig_54	cds	360058	360939	-	OAKKFK_02326	rbsU	ribose transporter RbsU	BlastRules:WP_000029204, SO:0001217, UniRef:UniRef50_Q88RZ3
contig_54	cds	361171	362169	-	OAKKFK_02327		HTH lacI-type domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1A3
contig_54	cds	362549	362941	+	OAKKFK_02328		YokE-like PH domain-containing protein	SO:0001217, UniRef:UniRef50_Q5HRD5
contig_54	cds	363069	364445	-	OAKKFK_02329	norB	Quinolone resistance protein NorB	SO:0001217, UniRef:UniRef50_A0A115E5S9
contig_54	cds	364679	365671	+	OAKKFK_02330		Choloylglycine hydrolase/NAAA C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G198
contig_54	cds	365997	366947	+	OAKKFK_02331	lytM	glycine-glycine endopeptidase LytM	BlastRules:WP_000736798, SO:0001217, UniRef:UniRef50_O33599
contig_54	cds	366999	367658	-	OAKKFK_02332		ABC transporter domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G196
contig_54	cds	367672	368592	-	OAKKFK_02333		ABC-2 type transporter transmembrane domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G195
contig_54	cds	368589	369755	-	OAKKFK_02334		ABC-2 type transporter transmembrane domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G194
contig_54	cds	369823	371346	-	OAKKFK_02335		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2G193
contig_54	cds	371677	372579	-	OAKKFK_02336		hypothetical protein	PFAM:PF05257.22
contig_54	cds	372818	373111	+	OAKKFK_02337	esxA	WXG100 family type VII secretion effector EsxA	BlastRules:WP_001240826, SO:0001217, UniRef:UniRef50_Q2G189
contig_54	cds	373194	376223	+	OAKKFK_02338	esaA	type VII secretion system protein EsaA	SO:0001217, UniRef:UniRef50_Q2G188, VFDB:VFC0086, VFDB:VFG002406
contig_54	cds	376223	376681	+	OAKKFK_02339	essA	type VII secretion system protein EssA, monotopic membrane protein	SO:0001217, UniRef:UniRef50_P0C052, VFDB:VFC0086, VFDB:VFG002404
contig_54	cds	376653	376895	+	OAKKFK_02340	esaB	type VII secretion protein EsaB	BlastRules:WP_001071606
contig_54	cds	376908	378242	+	OAKKFK_02341	essB	Type VII secretion system protein EssB	SO:0001217, UniRef:UniRef50_Q2G185
contig_54	cds	378264	382703	+	OAKKFK_02342	essC	type VII secretion system protein EssC, FtsK/SpoIIIE family ATPase	VFDB:VFC0086, VFDB:VFG002409
contig_54	cds	382733	383125	+	OAKKFK_02343	esaC	type VII secretion substrate EsaC	BlastRules:WP_001010292, SO:0001217, UniRef:UniRef50_Q99WT8
contig_54	cds	383141	383455	+	OAKKFK_02344	esxB	WXG100 family type VII secretion effector EsxB	BlastRules:WP_000509668, SO:0001217, UniRef:UniRef50_Q2G182
contig_54	cds	383452	384129	+	OAKKFK_02345	esaE	type VII secretion system chaperone protein	SO:0001217, UniRef:UniRef50_Q2G181, VFDB:VFC0086, VFDB:VFG049701
contig_54	cds	384135	384446	+	OAKKFK_02346	esxD	type VII secretion system secreted protein EsxD	SO:0001217, UniRef:UniRef50_A0A0H2XDF9, VFDB:VFC0086, VFDB:VFG049714
contig_54	cds	384447	386300	+	OAKKFK_02347	esaD	type VII secretion system secreted protein, a nuclease toxin EsaD	SO:0001217, UniRef:UniRef50_Q2G179, VFDB:VFC0086, VFDB:VFG049727
contig_55	ncRNA	8	65	+	OAKKFK_02348	sau-5949	Staphylococcus sRNA sau-5949	RFAM:RF02396, SO:0000655
contig_55	cds	205	588	-	OAKKFK_02349		DUF1027 domain-containing protein	SO:0001217, UniRef:UniRef50_S2XM05
contig_55	cds	730	1635	-	OAKKFK_02350		Lipoyl synthase	SO:0001217, UniRef:UniRef50_A6LE09
contig_55	cds	1719	3038	-	OAKKFK_02351		UDP-sugar hydrolase 5-nucleotidase	SO:0001217, UniRef:UniRef50_A0A2I7Y753
contig_55	cds	3065	3892	-	OAKKFK_02352		putative membrane transporter protein	SO:0001217, UniRef:UniRef50_A0A7U7PY32
contig_55	cds	3905	4753	-	OAKKFK_02353		DUF72 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A8JCS6
contig_55	cds	5009	6076	-	OAKKFK_02354		putative nitronate monooxygenase	SO:0001217, UniRef:UniRef50_Q2FZX9
contig_55	cds	6090	7130	-	OAKKFK_02355		Hemolysin	SO:0001217, UniRef:UniRef50_A0A853UZN8
contig_55	cds	7495	7809	+	OAKKFK_02356		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2FZY1
contig_55	cds	8141	9538	-	OAKKFK_02357	sufB	FeS assembly protein SufB	SO:0001217, UniRef:UniRef50_A0A4R5N9T6
contig_55	cds	9689	10153	-	OAKKFK_02358	sufU	Zinc-dependent sulfurtransferase SufU	SO:0001217, UniRef:UniRef50_O32163
contig_55	cds	10143	11384	-	OAKKFK_02359	sufS	Cysteine desulfurase SufS	SO:0001217, UniRef:UniRef50_O32164
contig_55	cds	11499	12806	-	OAKKFK_02360	sufD	FeS assembly protein SufD	SO:0001217, UniRef:UniRef50_W7CQW7
contig_55	cds	12904	13665	-	OAKKFK_02361		putative ABC transporter ATP-binding protein SPy_0285/M5005_Spy0242	SO:0001217, UniRef:UniRef50_Q9A1G5
contig_55	cds	13993	14844	+	OAKKFK_02362		Polyprenyl-phosphate transporter	SO:0001217, UniRef:UniRef50_Q2FZY8
contig_55	cds	15078	15272	-	OAKKFK_02363		hypothetical protein	PFAM:PF05532.17
contig_55	cds	15626	16447	-	OAKKFK_02364		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A380G8D6
contig_55	cds	16466	17161	-	OAKKFK_02365	metP	Methionine import system permease protein MetP	SO:0001217, UniRef:UniRef50_O32168
contig_55	cds	17154	18179	-	OAKKFK_02366	metN	Methionine import ATP-binding protein MetN 2	SO:0001217, UniRef:UniRef50_Q99VG8
contig_55	ncRNA-region	18268	18371	-			SAM riboswitch aptamer (S box leader)	RFAM:RF00162, SO:0000140
contig_55	cds	18429	18725	-	OAKKFK_02367		Thioredoxin domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FZZ3
contig_55	cds	18718	19107	-	OAKKFK_02368		Toprim domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1E5LDX5
contig_55	ncRNA	19592	19858	-	OAKKFK_02369	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_55	cds	19901	20779	-	OAKKFK_02370		DUF1963 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FZZ6
contig_55	cds	20781	20894	-	OAKKFK_02371		hypothetical protein	
contig_55	cds	20958	21338	-	OAKKFK_02372		Glycine cleavage system H protein	SO:0001217, UniRef:UniRef50_A0A1R1C945
contig_55	cds	21496	21852	-	OAKKFK_02373		Arsenate reductase	SO:0001217, UniRef:UniRef50_A0A1D4Q7A2
contig_55	cds	21996	22316	+	OAKKFK_02374		Putative thioredoxin or thiol-disulfide isomerase	SO:0001217, UniRef:UniRef50_A0A0U1MGB8
contig_55	cds	22467	23006	-	OAKKFK_02375		Nitroreductase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G001
contig_55	cds	23089	23805	-	OAKKFK_02376		3-dehydroquinate dehydratase	SO:0001217, UniRef:UniRef50_Q6GII7
contig_55	cds	23953	24375	+	OAKKFK_02377		Organic hydroperoxide resistance protein-like 1	SO:0001217, UniRef:UniRef50_Q49W40
contig_55	cds	24774	25268	+	OAKKFK_02378		N-acetyltransferase domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1T4
contig_55	cds	25423	25743	+	OAKKFK_02379		hypothetical protein	
contig_55	cds	25740	26039	+	OAKKFK_02380		hypothetical protein	
contig_55	cds	26112	26693	-	OAKKFK_02381		Phosphoglycerate mutase	SO:0001217, UniRef:UniRef50_A0A0E8GAD0
contig_55	cds	26920	27156	+	OAKKFK_02382		DUF2750 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A9Q2L4L0
contig_55	cds	27153	27356	-	OAKKFK_02383	yozE	YozE SAM-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G003
contig_55	cds	27697	27957	+	OAKKFK_02384		hypothetical protein	
contig_55	cds	27986	28174	+	OAKKFK_02385		Mid2-like cell wall stress sensor domain protein	SO:0001217, UniRef:UniRef50_Q2G005
contig_55	cds	28362	28931	+	OAKKFK_02386		Orthopoxovirus protein, PF05708 family	SO:0001217, UniRef:UniRef50_A0A1J3ZZ65
contig_55	cds	29019	29303	+	OAKKFK_02387		Phage protein	SO:0001217, UniRef:UniRef50_Q2G007
contig_55	cds	29365	29583	+	OAKKFK_02388		hypothetical protein	SO:0001217, UniRef:UniRef50_Q2G008
contig_55	cds	30075	30275	-	OAKKFK_02389		Major cold shock protein	SO:0001217, UniRef:UniRef50_B9DW32
contig_55	cds	30632	31318	-	OAKKFK_02390		Thermonuclease	SO:0001217, UniRef:UniRef50_P00644
contig_55	cds	31659	32180	-	OAKKFK_02391		Extracellular matrix and plasma binding protein	SO:0001217, UniRef:UniRef50_Q2G011
contig_55	cds	32515	33537	-	OAKKFK_02392	emp	extracellular matrix protein-binding adhesin Emp	BlastRules:WP_000727726, BlastRules:WP_000728056, BlastRules:WP_031788349, BlastRules:WP_047447833, SO:0001217, UniRef:UniRef50_P0C6P1
contig_55	cds	33890	35392	-	OAKKFK_02393		von Willebrand binding protein	SO:0001217, UniRef:UniRef50_E2FZT0
contig_56	rRNA	64	1615	+	OAKKFK_02394	rrs	16S ribosomal RNA	GO:0003735, GO:0005840, KEGG:K01977, RFAM:RF00177, SO:0001000
contig_57	cds	223	1182	-	OAKKFK_02395	hly	Alpha-Hemolysin precursor	SO:0001217, UniRef:UniRef50_P09616, VFDB:VFC0235, VFDB:VFG001293
contig_57	cds	1985	2182	+	OAKKFK_02396		DNA-binding protein	SO:0001217, UniRef:UniRef50_Q2FYY3
contig_57	ncRNA	2250	2567	-	OAKKFK_02397	S35	Staphylococcus sRNA 35 (srn_0335)	RFAM:RF02894, SO:0000655
contig_57	cds	2672	3388	-	OAKKFK_02398		Superantigen-like protein 13	SO:0001217, UniRef:UniRef50_A0A0H3K7M3
contig_57	cds	3496	4221	-	OAKKFK_02399		exotoxin beta-grasp domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000DAAB88B
contig_57	cds	4316	5041	-	OAKKFK_02400		exotoxin beta-grasp domain-containing protein	SO:0001217, UniRef:UniRef50_UPI000DAAB88B
contig_57	cds	5479	6480	+	OAKKFK_02401		Ornithine carbamoyltransferase	SO:0001217, UniRef:UniRef50_A5VIM0
contig_57	cds	6500	7435	+	OAKKFK_02402		Carbamate kinase 1	SO:0001217, UniRef:UniRef50_Q2FZA9
contig_57	cds	7607	9163	+	OAKKFK_02403		Uncharacterized protein HI_0594	SO:0001217, UniRef:UniRef50_P44023
contig_57	cds	9470	9697	+	OAKKFK_02404		Elx1	SO:0001217, UniRef:UniRef50_I6ZHL4
contig_57	cds	10003	10950	-	OAKKFK_02405		Permease	SO:0001217, UniRef:UniRef50_Q2FZA6
contig_57	cds	11199	11387	+	OAKKFK_02406		DNA-binding protein	SO:0001217, UniRef:UniRef50_Q2FZA5
contig_57	tRNA	11855	11928	-	OAKKFK_02407	trnR	tRNA-Arg(tct)	SO:0001036
contig_57	cds	12292	12426	+	OAKKFK_02408		Hemolytic protein	SO:0001217, UniRef:UniRef50_A0A380G3B4
contig_57	cds	12483	12617	+	OAKKFK_02409		hypothetical protein	
contig_57	cds	12750	13436	+	OAKKFK_02410	yjjG	Noncanonical pyrimidine nucleotidase, YjjG family	SO:0001217, UniRef:UniRef50_Q2FZA2
contig_57	cds	13545	13985	-	OAKKFK_02411		Uncharacterized N-acetyltransferase SE_0851	SO:0001217, UniRef:UniRef50_Q8CSY0
contig_57	cds	14180	15793	+	OAKKFK_02412	bshC	Putative cysteine ligase BshC	SO:0001217, UniRef:UniRef50_Q2FZ98
contig_57	cds	15937	16368	+	OAKKFK_02413	mraZ	Transcriptional regulator MraZ	SO:0001217, UniRef:UniRef50_Q8Y5L6
contig_57	cds	16384	17319	+	OAKKFK_02414		Ribosomal RNA small subunit methyltransferase H	SO:0001217, UniRef:UniRef50_Q07876
contig_57	cds	17333	17734	+	OAKKFK_02415	ftsL	Cell division protein FtsL	SO:0001217, UniRef:UniRef50_Q2FZ95
contig_57	cds	17715	19949	+	OAKKFK_02416		serine-type D-Ala-D-Ala carboxypeptidase	SO:0001217, UniRef:UniRef50_A0A640MVC3
contig_57	cds	20241	21206	+	OAKKFK_02417		Phospho-N-acetylmuramoyl-pentapeptide-transferase	SO:0001217, UniRef:UniRef50_Q2FZ93
contig_57	cds	21208	22557	+	OAKKFK_02418		UDP-N-acetylmuramoylalanine--D-glutamate ligase	SO:0001217, UniRef:UniRef50_Q2FZ92
contig_57	cds	22573	23892	+	OAKKFK_02419		Cell division protein DivIB	SO:0001217, UniRef:UniRef50_Q2FZ91
contig_57	cds	23998	25410	+	OAKKFK_02420	ftsA	Cell division protein FtsA	SO:0001217, UniRef:UniRef50_O07325
contig_57	cds	25443	26615	+	OAKKFK_02421	ftsZ	Cell division protein FtsZ	SO:0001217, UniRef:UniRef50_A0A9C8LW92
contig_57	cds	26875	27666	+	OAKKFK_02422		Purine nucleoside phosphorylase SSP1584	SO:0001217, UniRef:UniRef50_Q49WW9
contig_57	cds	27690	28358	+	OAKKFK_02423		Pyridoxal phosphate homeostasis protein	SO:0001217, UniRef:UniRef50_U2FRM0
contig_57	cds	28355	28918	+	OAKKFK_02424	sepF	Cell division protein SepF	SO:0001217, UniRef:UniRef50_Q2FZ86
contig_57	cds	28930	29220	+	OAKKFK_02425	yggT	YggT family protein	SO:0001217, UniRef:UniRef50_Q2FZ85
contig_57	cds	29303	30109	+	OAKKFK_02426		RNA-binding S4 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FZ84
contig_57	cds	30133	30750	+	OAKKFK_02427		DivIVA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Q1B1U1
contig_57	cds	30971	33724	+	OAKKFK_02428		Isoleucine--tRNA ligase	SO:0001217, UniRef:UniRef50_Q8Y5N8
contig_57	cds	34015	34812	+	OAKKFK_02429		Glyoxalase	SO:0001217, UniRef:UniRef50_A0AAP7IFI2
contig_57	cds	34873	35583	-	OAKKFK_02430		Transposase IS4-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q79CI6
contig_57	cds	36022	36276	-	OAKKFK_02431	insH	Transposase InsH N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_Q2FVV5
contig_57	ncRNA	36371	36589	+	OAKKFK_02432	tsr24	S. aureus tsr24 small RNA	RFAM:RF02577, SO:0000655
contig_57	cds	36911	37402	+	OAKKFK_02433		Lipoprotein signal peptidase	SO:0001217, UniRef:UniRef50_Q8CPK0
contig_57	cds	37402	38319	+	OAKKFK_02434		Pseudouridine synthase	SO:0001217, UniRef:UniRef50_A0A929L7I6
contig_57	cds	38719	39246	+	OAKKFK_02435	pyrR	Bifunctional protein PyrR	SO:0001217, UniRef:UniRef50_A0A192H425
contig_57	cds	39464	40771	+	OAKKFK_02436		hypothetical protein	
contig_57	cds	40799	41680	+	OAKKFK_02437		Aspartate carbamoyltransferase	SO:0001217, UniRef:UniRef50_T1ZET3
contig_57	cds	41695	42972	+	OAKKFK_02438		Dihydroorotase	SO:0001217, UniRef:UniRef50_Q81WF0
contig_57	cds	42974	44074	+	OAKKFK_02439		Carbamoyl phosphate synthase small chain	SO:0001217, UniRef:UniRef50_A0A1I0Z1X7
contig_57	cds	44067	47240	+	OAKKFK_02440		Carbamoyl phosphate synthase pyrimidine-specific large chain	SO:0001217, UniRef:UniRef50_P25994
contig_57	cds	47350	48042	+	OAKKFK_02441		Orotidine 5'-phosphate decarboxylase	SO:0001217, UniRef:UniRef50_A0A7C8GV55
contig_57	cds	48042	48653	+	OAKKFK_02442		Orotate phosphoribosyltransferase	SO:0001217, UniRef:UniRef50_Q819S7
contig_57	cds	48683	48895	+	OAKKFK_02443		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A2K4ADL6
contig_57	cds	49332	49733	+	OAKKFK_02444		PhnB-like domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G1U2
contig_57	cds	49996	51693	-	OAKKFK_02445	rqcH	Rqc2-like protein RqcH	SO:0001217, UniRef:UniRef50_Q5HPY2
contig_57	cds	51968	52591	+	OAKKFK_02446		Guanylate kinase	SO:0001217, UniRef:UniRef50_Q8Y672
contig_57	cds	52591	52809	+	OAKKFK_02447		DNA-directed RNA polymerase subunit omega	SO:0001217, UniRef:UniRef50_Q2G1T9
contig_57	cds	53025	54224	+	OAKKFK_02448		Coenzyme A biosynthesis bifunctional protein CoaBC	SO:0001217, UniRef:UniRef50_A0A1S2LZV0
contig_57	cds	54224	56632	+	OAKKFK_02449		Primosomal protein N'	SO:0001217, UniRef:UniRef50_K0IYZ9
contig_57	cds	57138	58091	+	OAKKFK_02450		Lipoprotein	SO:0001217, UniRef:UniRef50_A0A364UP27
contig_57	cds	58254	58532	-	OAKKFK_02451		TM2 domain-containing protein	SO:0001217, UniRef:UniRef50_Q2G267
contig_57	cds	58756	59244	+	OAKKFK_02452		Peptide deformylase-like	SO:0001217, UniRef:UniRef50_Q5HPX6
contig_57	cds	59237	60172	+	OAKKFK_02453		Methionyl-tRNA formyltransferase	SO:0001217, UniRef:UniRef50_A0A078LW83
contig_57	cds	60169	61476	+	OAKKFK_02454		16S rRNA (cytosine(967)-C(5))-methyltransferase	SO:0001217, UniRef:UniRef50_A0A2T4MK73
contig_57	cds	61479	62573	+	OAKKFK_02455	rlmN	putative dual-specificity RNA methyltransferase RlmN	SO:0001217, UniRef:UniRef50_O34617
contig_57	cds	62580	63323	+	OAKKFK_02456		protein-serine/threonine phosphatase Stp1	BlastRules:WP_000888494, EC:3.1.3.16, SO:0001217, UniRef:UniRef50_A0A0D0SSN4
contig_57	cds	63320	65314	+	OAKKFK_02457	pknB	serine/threonine protein kinase Stk1	BlastRules:WP_000579564
contig_57	cds	65542	66417	+	OAKKFK_02458	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	SO:0001217, UniRef:UniRef50_Q8CSV8
contig_57	cds	66418	67062	+	OAKKFK_02459		Ribulose-phosphate 3-epimerase	SO:0001217, UniRef:UniRef50_B9EBA2
contig_57	cds	67069	67710	+	OAKKFK_02460		Thiamine diphosphokinase	SO:0001217, UniRef:UniRef50_A0A380G740
contig_57	cds	68091	68279	-	OAKKFK_02461		hypothetical protein	
contig_57	cds	68722	69096	+	OAKKFK_02462		Alkaline-shock protein	SO:0001217, UniRef:UniRef50_F4BPZ1
contig_57	cds	69111	70757	+	OAKKFK_02463	yloV	Protein YloV	SO:0001217, UniRef:UniRef50_O34751
contig_57	cds	70947	73007	+	OAKKFK_02464	recG	ATP-dependent DNA helicase RecG	SO:0001217, UniRef:UniRef50_O50581
contig_57	cds	73225	73782	+	OAKKFK_02465	fapR	Transcription factor FapR	SO:0001217, UniRef:UniRef50_Q4L5T0
contig_57	cds	73787	74773	+	OAKKFK_02466		Phosphate acyltransferase	SO:0001217, UniRef:UniRef50_A0A0D6XPX6
contig_57	cds	74766	75692	+	OAKKFK_02467		Malonyl CoA-acyl carrier protein transacylase	SO:0001217, UniRef:UniRef50_Q99UN8
contig_57	cds	75685	76419	+	OAKKFK_02468		3-oxoacyl-[acyl-carrier-protein] reductase	SO:0001217, UniRef:UniRef50_E0E2I3
contig_57	cds	76854	77087	+	OAKKFK_02469	acpP	Acyl carrier protein AcpP	SO:0001217, UniRef:UniRef50_P19372
contig_57	cds	77203	77934	+	OAKKFK_02470		Ribonuclease 3	SO:0001217, UniRef:UniRef50_Q2FZ50
contig_57	cds	78081	81647	+	OAKKFK_02471		Chromosome partition protein Smc	SO:0001217, UniRef:UniRef50_A0A380G9C6
contig_57	cds	81647	82897	+	OAKKFK_02472	ftsY	Signal recognition particle receptor FtsY	SO:0001217, UniRef:UniRef50_Q2FZ48
contig_57	cds	82884	83216	+	OAKKFK_02473		hypothetical protein	PFAM:PF04545.22, PFAM:PF08281.18
contig_57	cds	83242	84609	+	OAKKFK_02474		Signal recognition particle protein	SO:0001217, UniRef:UniRef50_A0A1F2QJ72
contig_57	cds	85044	85319	+	OAKKFK_02475		Small ribosomal subunit protein bS16	SO:0001217, UniRef:UniRef50_Q2FZ45
contig_57	cds	85507	86010	+	OAKKFK_02476	rimM	Ribosome maturation factor RimM	SO:0001217, UniRef:UniRef50_Q2FZ44
contig_57	cds	86010	86747	+	OAKKFK_02477		tRNA (guanine-N(1)-)-methyltransferase	SO:0001217, UniRef:UniRef50_Q6GHJ5
contig_57	ncRNA-region	86788	86830	+			Ribosomal protein L19 leader	RFAM:RF00556, SO:0000140
contig_57	cds	86850	87200	+	OAKKFK_02478		Large ribosomal subunit protein bL19	SO:0001217, UniRef:UniRef50_Q3AC74
contig_57	cds	87444	90050	-	OAKKFK_02479	yfhO	lipoteichoic acid-specific glycosyltransferase YfhO	BlastRules:WP_000915229, SO:0001217, UniRef:UniRef50_Q2FZ40
contig_57	cds	90451	91335	+	OAKKFK_02480		Ribosome biogenesis GTPase A	SO:0001217, UniRef:UniRef50_A0A3G6UNR5
contig_57	cds	91319	92086	+	OAKKFK_02481		Ribonuclease HII	SO:0001217, UniRef:UniRef50_Q6GHJ1
contig_57	cds	92195	93361	+	OAKKFK_02482		Succinate--CoA ligase [ADP-forming] subunit beta	SO:0001217, UniRef:UniRef50_Q8UC60
contig_57	cds	93383	94291	+	OAKKFK_02483		Succinate--CoA ligase [ADP-forming] subunit alpha	SO:0001217, UniRef:UniRef50_A0A1L6MXS2
contig_57	cds	94518	95636	+	OAKKFK_02484	lytN	putative cell wall hydrolase LytN	SO:0001217, UniRef:UniRef50_Q9ZNI1
contig_57	cds	95664	96908	+	OAKKFK_02485	fmhC	FemA/FemB family glycyltransferase FmhC	BlastRules:WP_100495214, SO:0001217, UniRef:UniRef50_A0A364USY0
contig_57	cds	97081	97953	+	OAKKFK_02486	dprA	DNA processing protein DprA	SO:0001217, UniRef:UniRef50_A0A140HKN1
contig_57	cds	98127	100202	+	OAKKFK_02487		DNA topoisomerase 1	SO:0001217, UniRef:UniRef50_A0A7X8ITT6
contig_57	cds	100358	101665	+	OAKKFK_02488		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	SO:0001217, UniRef:UniRef50_Q8REM9
contig_57	cds	102083	102979	+	OAKKFK_02489	xerC	Tyrosine recombinase XerC	SO:0001217, UniRef:UniRef50_Q2FZ30
contig_57	cds	102976	103521	+	OAKKFK_02490	hslV	ATP-dependent protease subunit HslV	SO:0001217, UniRef:UniRef50_Q1WTI9
contig_57	cds	103587	104990	+	OAKKFK_02491	clpY	ATP-dependent protease ATPase subunit ClpY	SO:0001217, UniRef:UniRef50_P39778
contig_57	cds	105015	105788	+	OAKKFK_02492	codY	Global transcriptional regulator CodY	SO:0001217, UniRef:UniRef50_P39779
contig_57	cds	106135	106902	+	OAKKFK_02493		Small ribosomal subunit protein uS2	SO:0001217, UniRef:UniRef50_A0A398CW69
contig_57	cds	107084	107965	+	OAKKFK_02494		Elongation factor Ts	SO:0001217, UniRef:UniRef50_Q2FZ23
contig_57	cds	108102	108824	+	OAKKFK_02495		Uridylate kinase	SO:0001217, UniRef:UniRef50_A4XM00
contig_57	cds	108843	109397	+	OAKKFK_02496		Ribosome-recycling factor	SO:0001217, UniRef:UniRef50_Q2FZ21
contig_57	cds	109770	110540	+	OAKKFK_02497		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	SO:0001217, UniRef:UniRef50_O82827
contig_57	cds	110547	111329	+	OAKKFK_02498		Phosphatidate cytidylyltransferase	SO:0001217, UniRef:UniRef50_Q49X46
contig_57	cds	111541	112827	+	OAKKFK_02499		Putative zinc metalloprotease SA1105	SO:0001217, UniRef:UniRef50_P63333
contig_57	cds	112847	114550	+	OAKKFK_02500		Proline--tRNA ligase	SO:0001217, UniRef:UniRef50_A0A1G9AA33
contig_57	cds	114808	119124	+	OAKKFK_02501		DNA polymerase III PolC-type	SO:0001217, UniRef:UniRef50_Q2G1Z8
contig_57	cds	119414	119881	+	OAKKFK_02502	rimP	Ribosome maturation factor RimP	SO:0001217, UniRef:UniRef50_B9DPF1
contig_57	cds	119902	121077	+	OAKKFK_02503	nusA	Transcription termination/antitermination protein NusA	SO:0001217, UniRef:UniRef50_A0A380G0S3
contig_57	cds	121098	121382	+	OAKKFK_02504	ylxR	YlxR domain-containing protein	SO:0001217, UniRef:UniRef50_A0A920C274
contig_57	cds	121379	121696	+	OAKKFK_02505		30S ribosomal protein L7 Ae	SO:0001217, UniRef:UniRef50_A0A380G829
contig_57	cds	121701	123818	+	OAKKFK_02506		Translation initiation factor IF-2	SO:0001217, UniRef:UniRef50_A0A0X8GZJ1
contig_57	cds	124204	124554	+	OAKKFK_02507		Ribosome-binding factor A	SO:0001217, UniRef:UniRef50_Q2G2Q4
contig_57	cds	124723	125640	+	OAKKFK_02508		tRNA pseudouridine synthase B	SO:0001217, UniRef:UniRef50_P32732
contig_57	cds	125655	126626	+	OAKKFK_02509		Riboflavin biosynthesis protein	SO:0001217, UniRef:UniRef50_Q2G2Q2
